129.04,-013.59,-108.99,,Bsef20m500,2024-03-20 21:46:51.272494
129.05,-013.59,-109.01,,Bsef20m500,2024-03-20 21:46:51.273489
128.98,-013.59,-109.03,,Bsef20m500,2024-03-20 21:46:51.276488
129.00,-013.59,-109.06,,Bsef20m500,2024-03-20 21:46:51.279492
129.02,-013.59,-109.08,,Bsef20m500,2024-03-20 21:46:51.280763
129.04,-013.59,-109.10,,Bsef20m500,2024-03-20 21:46:51.284493
128.96,-013.59,-109.13,,Bsef20m500,2024-03-20 21:46:51.287438
128.99,-013.59,-109.16,,Bsef20m500,2024-03-20 21:46:51.290488
129.01,-013.59,-109.18,,Bsef20m500,2024-03-20 21:46:51.292988
129.04,-013.59,-109.21,,Bsef20m500,2024-03-20 21:46:51.297489
129.07,-013.59,-109.23,,Bsef20m500,2024-03-20 21:46:51.301490
128.99,-013.59,-109.24,,Bsef20m500,2024-03-20 21:46:51.306488
129.02,-013.60,-109.25,,Bsef20m500,2024-03-20 21:46:51.310490
129.05,-013.60,-109.26,,Bsef20m500,2024-03-20 21:46:51.314178
129.08,-013.60,-109.27,,Bsef20m500,2024-03-20 21:46:51.319178
129.00,-013.61,-109.28,,Bsef20m500,2024-03-20 21:46:51.320178
129.03,-013.61,-109.28,,Bsef20m500,2024-03-20 21:46:51.324177
129.06,-013.61,-109.29,,Bsef20m500,2024-03-20 21:46:51.341553
129.09,-013.62,-109.30,,Bsef20m500,2024-03-20 21:46:51.345552
129.01,-013.62,-109.31,,Bsef20m500,2024-03-20 21:46:51.360035
129.04,-013.62,-109.32,,Bsef20m500,2024-03-20 21:46:51.366555
129.06,-013.62,-109.32,,Bsef20m500,2024-03-20 21:46:51.371656
129.09,-013.61,-109.33,,Bsef20m500,2024-03-20 21:46:51.376662
129.02,-013.61,-109.33,,Bsef20m500,2024-03-20 21:46:51.380760
129.05,-013.62,-109.33,,Bsef20m500,2024-03-20 21:46:51.387391
129.07,-013.62,-109.32,,Bsef20m500,2024-03-20 21:46:51.389439
129.10,-013.63,-109.32,,Bsef20m500,2024-03-20 21:46:51.393441
129.13,-013.64,-109.31,,Bsef20m500,2024-03-20 21:46:51.398443
129.06,-013.64,-109.30,,Bsef20m500,2024-03-20 21:46:51.403626
129.09,-013.65,-109.30,,Bsef20m500,2024-03-20 21:46:51.404622
129.11,-013.66,-109.30,,Bsef20m500,2024-03-20 21:46:51.408626
129.14,-013.66,-109.30,,Bsef20m500,2024-03-20 21:46:51.412624
129.07,-013.67,-109.31,,Bsef20m500,2024-03-20 21:46:51.419728
129.10,-013.68,-109.31,,Bsef20m500,2024-03-20 21:46:51.423729
129.14,-013.68,-109.32,,Bsef20m500,2024-03-20 21:46:51.426848
129.17,-013.69,-109.32,,Bsef20m500,2024-03-20 21:46:51.431730
129.10,-013.69,-109.33,,Bsef20m500,2024-03-20 21:46:51.438114
129.13,-013.69,-109.33,,Bsef20m500,2024-03-20 21:46:51.443115
129.16,-013.69,-109.33,,Bsef20m500,2024-03-20 21:46:51.448324
129.19,-013.69,-109.32,,Bsef20m500,2024-03-20 21:46:51.454535
129.12,-013.69,-109.31,,Bsef20m500,2024-03-20 21:46:51.459535
129.14,-013.69,-109.30,,Bsef20m500,2024-03-20 21:46:51.464534
129.15,-013.68,-109.29,,Bsef20m500,2024-03-20 21:46:51.466760
129.17,-013.68,-109.28,,Bsef20m500,2024-03-20 21:46:51.468983
129.18,-013.68,-109.27,,Bsef20m500,2024-03-20 21:46:51.472980
129.09,-013.67,-109.26,,Bsef20m500,2024-03-20 21:46:51.473981
129.10,-013.67,-109.26,,Bsef20m500,2024-03-20 21:46:51.475980
129.12,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.476980
129.13,-013.66,-109.25,,Bsef20m500,2024-03-20 21:46:51.480979
129.04,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.552148
129.06,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.558151
129.08,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.563150
129.11,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.566152
129.03,-013.66,-109.26,,Bsef20m500,2024-03-20 21:46:51.571147
129.05,-013.65,-109.27,,Bsef20m500,2024-03-20 21:46:51.576147
129.08,-013.65,-109.28,,Bsef20m500,2024-03-20 21:46:51.580148
129.10,-013.64,-109.28,,Bsef20m500,2024-03-20 21:46:51.585150
129.04,-013.64,-109.29,,Bsef20m500,2024-03-20 21:46:51.589148
129.06,-013.63,-109.30,,Bsef20m500,2024-03-20 21:46:51.594148
129.08,-013.62,-109.31,,Bsef20m500,2024-03-20 21:46:51.601004
129.11,-013.62,-109.32,,Bsef20m500,2024-03-20 21:46:51.606002
129.14,-013.62,-109.32,,Bsef20m500,2024-03-20 21:46:51.610389
129.06,-013.61,-109.33,,Bsef20m500,2024-03-20 21:46:51.617426
129.09,-013.61,-109.33,,Bsef20m500,2024-03-20 21:46:51.624546
129.12,-013.61,-109.33,,Bsef20m500,2024-03-20 21:46:51.630179
129.14,-013.61,-109.34,,Bsef20m500,2024-03-20 21:46:51.635730
129.06,-013.61,-109.34,,Bsef20m500,2024-03-20 21:46:51.640348
129.09,-013.62,-109.35,,Bsef20m500,2024-03-20 21:46:51.644350
